id,title,dblp_key,publication_type,year,journal,booktitle,source_pids
423,"NEWT - A resilient BSP framework for Iterative algorithms on
hadoop YARN",DBLP:conf/hpcs/KromonovJS14,conference,2014,,"International Conference on High Performance Computing & Simulation,
HPCS 2014, Bologna, Italy, 21-25 July, 2014",09/1571
222,"Non-persistent stratified sampling based IQRA_IG for scalable reduct
generation",DBLP:journals/ijgcrsis/PrasadR14,article,2014,Int. J. Granul. Comput. Rough Sets Intell. Syst.,,07/5281-1;23/2953
419,"Optimal Resource Provisioning for Scaling Enterprise Applications
on the Cloud",DBLP:conf/cloudcom/SriramaO14,conference,2014,,"IEEE 6th International Conference on Cloud Computing Technology
and Science, CloudCom 2014, Singapore, December 15-18, 2014",09/1571
543,"Performance measurement in wireless sensor networks using time-frequency
analysis and neural networks",DBLP:conf/i2mtc/ChenJMS14,conference,2014,,"IEEE International Instrumentation and Measurement Technology Conference,
I2MTC 2014, Proceedings, Montevideo, Uruguay, May 12-15, 2014",21/10736
1232,"Portfolio selection using Maximum-entropy gain loss spread model:
A GA based approach",DBLP:conf/icacci/RatherSA14,conference,2014,,"2014 International Conference on Advances in Computing, Communications
and Informatics, ICACCI 2014, Delhi, India, September 24-27, 2014",97/3869
228,"""Potential Interval of Root"" of Nonlinear Equation: Labeling Algorithm",DBLP:conf/miwai/NadimpalliW014,conference,2014,,"Multi-disciplinary Trends in Artificial Intelligence - 8th International
Workshop, MIWAI 2014, Bangalore, India, December 8-10, 2014. Proceedings",07/5281-1;31/566
132,"Proceedings of the International Conference on Frontiers of Intelligent
Computing: Theory and Applications (FICTA) 2013, Bhubaneswar, Odisa,
India, 14-16 November 2013",DBLP:conf/ficta/2013,proceedings,2014,,,04/3517
426,"Proximal and social-aware device-to-device communication via audio
detection on cloud",DBLP:conf/mum/MassSFC14,conference,2014,,"Proceedings of the 13th International Conference on Mobile and Ubiquitous
Multimedia, Melbourne, VIC, Australia, November 25-28, 2014",09/1571
418,Push Notification Mechanisms for Pervasive Smartphone Applications,DBLP:journals/pervasive/WarrenMSWP14,article,2014,IEEE Pervasive Comput.,,09/1571
746,"Reinforcement learning and dopamine in the striatum: A modeling
perspective",DBLP:journals/ijon/WanjerkhedeBM14,article,2014,Neurocomputing,,50/1424
130,Secure mobile payment framework based on UICC with formal verification,DBLP:journals/ijcse/AhamadSU14,article,2014,Int. J. Comput. Sci. Eng.,,04/3517
522,"SNAPWebD and SNAPSync: A Web Desktop and Transparent sync of NFS
and Standalone System Logical Volumes",DBLP:conf/icdcit/PotluriVS14,conference,2014,,"Distributed Computing and Internet Technology - 10th International
Conference, ICDCIT 2014, Bhubaneswar, India, February 6-9, 2014.
Proceedings",16/5380
425,SPiCa: a social private cloud computing application framework,DBLP:conf/mum/ChangSL14,conference,2014,,"Proceedings of the 13th International Conference on Mobile and Ubiquitous
Multimedia, Melbourne, VIC, Australia, November 25-28, 2014",09/1571
227,Statistical Learning for Texture Characterization,DBLP:conf/icvgip/GoswamiAR14,conference,2014,,"Proceedings of the 2014 Indian Conference on Computer Vision, Graphics
and Image Processing, ICVGIP'14, Bangalore, India, December 14-18,
2014",07/5281-1;97/3869
749,Stochastic Leaky Integrator Model for Interval Timing,DBLP:conf/miwai/AnamalamudiSM14,conference,2014,,"Multi-disciplinary Trends in Artificial Intelligence - 8th International
Workshop, MIWAI 2014, Bangalore, India, December 8-10, 2014. Proceedings",50/1424
516,Swap Edges of Shortest Path Tree in Parallel,DBLP:conf/rait/KareS14,conference,2014,,"Recent Advances in Information Technology - RAIT-2014 Proceedings
[Dhanbad, India, 13-15 March, 2014]",138/0168
420,TCP Hole Punching Approach to Address Devices in Mobile Networks,DBLP:conf/ficloud/SriramaL14,conference,2014,,"2014 International Conference on Future Internet of Things and Cloud,
FiCloud 2014, Barcelona, Spain, August 27-29, 2014",09/1571
417,"Towards an adaptive mediation framework for Mobile Social Network
in Proximity",DBLP:journals/percom/ChangSL14,article,2014,Pervasive Mob. Comput.,,09/1571
427,Trustworthy service discovery for mobile social network in proximity,DBLP:conf/percom/ChangLS14,conference,2014,,"2014 IEEE International Conference on Pervasive Computing and Communication
Workshops, PerCom 2014 Workshops, Budapest, Hungary, March 24-28,
2014",09/1571
987,Web Service Composition Using Service Maps,DBLP:conf/miwai/VaddiM14,conference,2014,,"Multi-disciplinary Trends in Artificial Intelligence - 8th International
Workshop, MIWAI 2014, Bangalore, India, December 8-10, 2014. Proceedings",74/5678
544,"WSN based utility System for effective monitoring and control of
household power consumption",DBLP:conf/i2mtc/KamSMG14,conference,2014,,"IEEE International Instrumentation and Measurement Technology Conference,
I2MTC 2014, Proceedings, Montevideo, Uruguay, May 12-15, 2014",21/10736
430,"Adapting Scientific Applications to Cloud by Using Distributed Computing
Frameworks",DBLP:conf/ccgrid/JakovitsS13,conference,2013,,"13th IEEE/ACM International Symposium on Cluster, Cloud, and Grid
Computing, CCGrid 2013, Delft, Netherlands, May 13-16, 2013",09/1571
434,"Adaptive code offloading for mobile cloud applications: exploiting
fuzzy sets and evidence-based learning",DBLP:conf/mobccs/FloresS13,conference,2013,,"Proceeding of the fourth ACM workshop on Mobile cloud computing
and services, MCS 2013, Taipei, Taiwan, June 25-28, 2013",09/1571
57,"A genetic algorithm based exact approach for lifetime maximization
of directional sensor networks",DBLP:journals/adhoc/SinghR13,article,2013,Ad Hoc Networks,,01/1744-1
548,"Ambient assisted living framework for elderly wellness determination
through wireless sensor scalar data",DBLP:conf/icsenst/SuryadevaraCMR13,conference,2013,,"Seventh International Conference on Sensing Technology, ICST 2013,
Wellington, New Zealand, December 3-5, 2013",21/10736
63,"An Ant Colony Optimization Algorithm for the Min-Degree Constrained
Minimum Spanning Tree Problem",DBLP:conf/semcco/MurthyS13,conference,2013,,"Swarm, Evolutionary, and Memetic Computing - 4th International Conference,
SEMCCO 2013, Chennai, India, December 19-21, 2013, Proceedings,
Part II",01/1744-1
821,"An ensemble method using small training sets for imbalanced data sets:
Application to drugs used for kinases",DBLP:conf/ic3/RaniS13,conference,2013,,"Sixth International Conference on Contemporary Computing, IC3 2013,
Noida, India, August 8-10, 2013",51/1349
1097,A New Approach to Tagging in Indian Languages,DBLP:journals/rcs/MurthyB13,article,2013,Res. Comput. Sci.,,94/4013
1065,"A new HSI based filtering technique for impulse noise removal in
images",DBLP:conf/ncvpripg/NayakB13,conference,2013,,"Fourth National Conference on Computer Vision, Pattern Recognition,
Image Processing and Graphics, NCVPRIPG 2013, Jodhpur, India, December
18-21, 2013",91/1525
750,"A new probabilistic active sample selection algorithm for class imbalance
problem",DBLP:journals/ijkesdp/PadmajaBK13,article,2013,Int. J. Knowl. Eng. Soft Data Paradigms,,50/1424
1235,"A novel method for training and classification of ballistic and quasi-ballistic
missiles in real-time",DBLP:conf/ijcnn/SinghPA13,conference,2013,,"The 2013 International Joint Conference on Neural Networks, IJCNN
2013, Dallas, TX, USA, August 4-9, 2013",97/3869;98/255
136,"Artificial Bee Colony Algorithm for Probabilistic Target Q-coverage
in Wireless Sensor Networks",DBLP:conf/semcco/MiniUS13,conference,2013,,"Swarm, Evolutionary, and Memetic Computing - 4th International Conference,
SEMCCO 2013, Chennai, India, December 19-21, 2013, Proceedings,
Part I",04/3517
135,A Secure Lightweight and Scalable Mobile Payment Framework,DBLP:conf/ficta/AhamadUN13,conference,2013,,"Proceedings of the International Conference on Frontiers of Intelligent
Computing: Theory and Applications (FICTA) 2013, Bhubaneswar, Odisa,
India, 14-16 November 2013",04/3517
134,A Secure Mobile Payment Framework in MANET Environment,DBLP:journals/ijebr/AhamadSU13,article,2013,Int. J. E Bus. Res.,,04/3517
234,"A soft approach for feature selection and recognition of outdoor natural
images",DBLP:conf/fuzzIEEE/DhariwalAR13,conference,2013,,"FUZZ-IEEE 2013, IEEE International Conference on Fuzzy Systems,
Hyderabad, India, 7-10 July, 2013, Proceedings",07/5281-1;97/3869
62,"A study on energy issues in construction of all-to-all minimum power
broadcast (A2A MPB) trees in wireless networks",DBLP:conf/icacci/BhukyaS13,conference,2013,,"International Conference on Advances in Computing, Communications
and Informatics, ICACCI 2013, Mysore, India, August 22-25, 2013",01/1744-1;05/2858
232,"A two phased service oriented Broker for replica selection in data
grids",DBLP:journals/fgcs/AlmuttairiWNRAB13,article,2013,Future Gener. Comput. Syst.,,07/5281-1;31/566;73/4368;97/3869
1234,"ChargeMed: Development of a Mobile Application for Medical Coding
and Billing within the Ontario Healthcare Environment",DBLP:conf/hicss/AgarwalXADMT13,conference,2013,,"46th Hawaii International Conference on System Sciences, HICSS 2013,
Wailea, HI, USA, January 7-10, 2013",97/3869
437,Clustering on the cloud: reducing CLARA to MapReduce,DBLP:conf/nordicloud/JakovitsS13,conference,2013,,"Second Nordic Symposium on Cloud Computing & Internet Technologies,
NordiCloud '13, Oslo, Norway, September 1-3, 2013",09/1571
1148,"Clustering Short-Text Using Non-negative Matrix Factorization of Hadamard
Product of Similarities",DBLP:conf/airs/VermaJP13,conference,2013,,"Information Retrieval Technology - 9th Asia Information Retrieval
Societies Conference, AIRS 2013, Singapore, December 9-11, 2013.
Proceedings",95/6184
947,Computational and space complexity analysis of SubXPCA,DBLP:journals/pr/KadappaN13,article,2013,Pattern Recognit.,,73/4368
989,Computational Social Science: A Bird's Eye View,DBLP:conf/icdcit/Mohanty13a,conference,2013,,"Distributed Computing and Internet Technology, 9th International Conference,
ICDCIT 2013, Bhubaneswar, India, February 5-8, 2013. Proceedings",74/5678
893,Conjunctive Hierarchical Secret Sharing Scheme Based on MDS Codes,DBLP:conf/iwoca/TentuPV13,conference,2013,,"Combinatorial Algorithms - 24th International Workshop, IWOCA 2013,
Rouen, France, July 10-12, 2013, Revised Selected Papers",66/8044
948,"Designing a high quality online course: A process driven approach
using UML",DBLP:conf/ic3/SarkarN13,conference,2013,,"Sixth International Conference on Contemporary Computing, IC3 2013,
Noida, India, August 8-10, 2013",73/4368
1150,Directional Decomposition for Odia Character Recognition,DBLP:conf/mike/MitraP13,conference,2013,,"Mining Intelligence and Knowledge Exploration, First International
Conference, MIKE 2013, Tamil Nadu, India, December 18-20, 2013",95/6184
432,Direct migration of scientific computing experiments to the cloud,DBLP:conf/ieeehpcs/SriramaIJW13,conference,2013,,"International Conference on High Performance Computing & Simulation,
HPCS 2013, Helsinki, Finland, July 1-5, 2013",09/1571
517,"Efficient solutions for finding vitality with respect to shortest
paths",DBLP:conf/ic3/KareS13,conference,2013,,"Sixth International Conference on Contemporary Computing, IC3 2013,
Noida, India, August 8-10, 2013",138/0168
137,"Energy Efficient Aggregation in Wireless Sensor Networks for Multiple
Base Stations",DBLP:conf/semcco/BusireddyU13,conference,2013,,"Swarm, Evolutionary, and Memetic Computing - 4th International Conference,
SEMCCO 2013, Chennai, India, December 19-21, 2013, Proceedings,
Part II",04/3517
860,Extraction of 2D-pattern signatures for protein folds,DBLP:conf/ijcnn/VaniB13,conference,2013,,"The 2013 International Joint Conference on Neural Networks, IJCNN
2013, Dallas, TX, USA, August 4-9, 2013",63/2890
133,"Field programmable gate arrays-based differential evolution coprocessor:
a case study of spectrum allocation in cognitive radio network",DBLP:journals/iet-cdt/AnumandlaPSUA13,article,2013,IET Comput. Digit. Tech.,,04/3517
545,"Forecasting the behavior of an elderly using wireless sensors data
in a smart home",DBLP:journals/eaai/SuryadevaraMWR13,article,2013,Eng. Appl. Artif. Intell.,,21/10736
197,"Fuzzy rough sets, and a granular neural network for unsupervised feature
selection",DBLP:journals/nn/GanivadaRP13,article,2013,Neural Networks,,06/10134
233,Grid Authorization Graph,DBLP:journals/fgcs/KaiialiWRAB13,article,2013,Future Gener. Comput. Syst.,,07/5281-1;31/566;97/3869
1149,"Group Recommender Systems: A Virtual User Approach Based on Precedence
Mining",DBLP:conf/ausai/KagitaPP13,conference,2013,,"AI 2013: Advances in Artificial Intelligence - 26th Australasian
Joint Conference, Dunedin, New Zealand, December 1-6, 2013. Proceedings",95/6184;98/255
